property;value;
shoulderHalfLeft;0.173442;
neck;0.0792439;
shoulderHalfRight;0.195468;
upperarmRight;0.252857;
forearmRight;0.241005;
shoulder;0.342477;
upperBody;0.246836;
hip;0.15248;
lowerBody;0.343774;
body;0.590571;
lowerLegLeft;0.27987;
upperLegLeft;0.420858;
upperLegRight;0.384571;
lowerLegRight;0.365013;
forearmLeft;0.256718;
upperarmLeft;0.247583;
shoulderHalfLeft;0.173418;
neck;0.0792555;
shoulderHalfRight;0.195405;
upperarmRight;0.252565;
forearmRight;0.241326;
shoulder;0.342405;
upperBody;0.246866;
hip;0.152482;
lowerBody;0.343797;
body;0.590624;
lowerLegLeft;0.279971;
upperLegLeft;0.420716;
upperLegRight;0.384743;
lowerLegRight;0.364694;
forearmLeft;0.258758;
upperarmLeft;0.24756;
shoulderHalfLeft;0.173418;
neck;0.0792561;
shoulderHalfRight;0.195424;
upperarmRight;0.251626;
forearmRight;0.241575;
shoulder;0.342435;
upperBody;0.246867;
hip;0.152486;
lowerBody;0.343789;
body;0.590617;
lowerLegLeft;0.279755;
upperLegLeft;0.420844;
upperLegRight;0.384836;
lowerLegRight;0.364365;
forearmLeft;0.259124;
upperarmLeft;0.247592;
shoulderHalfLeft;0.173396;
neck;0.0792596;
shoulderHalfRight;0.195372;
upperarmRight;0.274309;
forearmRight;0.217642;
shoulder;0.342351;
upperBody;0.246875;
hip;0.152473;
lowerBody;0.343795;
body;0.590631;
lowerLegLeft;0.27973;
upperLegLeft;0.420777;
upperLegRight;0.384819;
lowerLegRight;0.36432;
forearmLeft;0.25832;
upperarmLeft;0.247604;
shoulderHalfLeft;0.173381;
neck;0.0792537;
shoulderHalfRight;0.195369;
upperarmRight;0.264178;
forearmRight;0.228031;
shoulder;0.342371;
upperBody;0.246864;
hip;0.152468;
lowerBody;0.343787;
body;0.590612;
lowerLegLeft;0.279847;
upperLegLeft;0.420523;
upperLegRight;0.384727;
lowerLegRight;0.364358;
forearmLeft;0.259279;
upperarmLeft;0.247771;
shoulderHalfLeft;0.173312;
neck;0.0792606;
shoulderHalfRight;0.195488;
upperarmRight;0.257114;
forearmRight;0.235413;
shoulder;0.342443;
upperBody;0.246889;
hip;0.152472;
lowerBody;0.343814;
body;0.590663;
lowerLegLeft;0.279887;
upperLegLeft;0.420442;
upperLegRight;0.384787;
lowerLegRight;0.364203;
forearmLeft;0.25924;
upperarmLeft;0.247953;
shoulderHalfLeft;0.173315;
neck;0.0792635;
shoulderHalfRight;0.195573;
upperarmRight;0.272465;
forearmRight;0.219481;
shoulder;0.342532;
upperBody;0.246894;
hip;0.152457;
lowerBody;0.343828;
body;0.590682;
lowerLegLeft;0.279959;
upperLegLeft;0.420392;
upperLegRight;0.384753;
lowerLegRight;0.364239;
forearmLeft;0.257135;
upperarmLeft;0.247956;
shoulderHalfLeft;0.173323;
neck;0.0792773;
shoulderHalfRight;0.195564;
upperarmRight;0.263616;
forearmRight;0.228984;
shoulder;0.34253;
upperBody;0.246926;
hip;0.152433;
lowerBody;0.343847;
body;0.590734;
lowerLegLeft;0.279994;
upperLegLeft;0.420367;
upperLegRight;0.384798;
lowerLegRight;0.364239;
forearmLeft;0.257894;
upperarmLeft;0.247958;
shoulderHalfLeft;0.173343;
neck;0.0792859;
shoulderHalfRight;0.195585;
upperarmRight;0.256005;
forearmRight;0.249742;
shoulder;0.342555;
upperBody;0.246944;
hip;0.152438;
lowerBody;0.343858;
body;0.590762;
lowerLegLeft;0.280223;
upperLegLeft;0.420135;
upperLegRight;0.384753;
lowerLegRight;0.364259;
forearmLeft;0.258714;
upperarmLeft;0.246876;
shoulderHalfLeft;0.173261;
neck;0.0792877;
shoulderHalfRight;0.195511;
upperarmRight;0.270766;
forearmRight;0.221366;
shoulder;0.342436;
upperBody;0.246954;
hip;0.152442;
lowerBody;0.343879;
body;0.590794;
lowerLegLeft;0.280401;
upperLegLeft;0.419856;
upperLegRight;0.38475;
lowerLegRight;0.364266;
forearmLeft;0.270767;
upperarmLeft;0.24258;
shoulderHalfLeft;0.173943;
neck;0.0792987;
shoulderHalfRight;0.195207;
upperarmRight;0.241657;
forearmRight;0.215206;
shoulder;0.343441;
upperBody;0.246972;
hip;0.15247;
lowerBody;0.343916;
body;0.590849;
lowerLegLeft;0.279739;
upperLegLeft;0.420337;
upperLegRight;0.384343;
lowerLegRight;0.364721;
forearmLeft;0.260534;
upperarmLeft;0.230152;
shoulderHalfLeft;0.172312;
neck;0.0793033;
shoulderHalfRight;0.19408;
upperarmRight;0.240216;
forearmRight;0.214005;
shoulder;0.340872;
upperBody;0.246982;
hip;0.152509;
lowerBody;0.343917;
body;0.590859;
lowerLegLeft;0.277372;
upperLegLeft;0.422276;
upperLegRight;0.384283;
lowerLegRight;0.364508;
forearmLeft;0.240788;
upperarmLeft;0.221261;
shoulderHalfLeft;0.171023;
neck;0.0792989;
shoulderHalfRight;0.193961;
upperarmRight;0.214651;
forearmRight;0.225625;
shoulder;0.33947;
upperBody;0.246974;
hip;0.152579;
lowerBody;0.343909;
body;0.590844;
lowerLegLeft;0.275813;
upperLegLeft;0.423382;
upperLegRight;0.384235;
lowerLegRight;0.364517;
forearmLeft;0.251122;
upperarmLeft;0.220749;
shoulderHalfLeft;0.170806;
neck;0.0793032;
shoulderHalfRight;0.193814;
upperarmRight;0.21126;
forearmRight;0.208451;
shoulder;0.33918;
upperBody;0.246982;
hip;0.152506;
lowerBody;0.343915;
body;0.590858;
lowerLegLeft;0.272875;
upperLegLeft;0.424674;
upperLegRight;0.383693;
lowerLegRight;0.368797;
forearmLeft;0.226332;
upperarmLeft;0.218489;
shoulderHalfLeft;0.170592;
neck;0.07932;
shoulderHalfRight;0.193705;
upperarmRight;0.208137;
forearmRight;0.205459;
shoulder;0.339036;
upperBody;0.247024;
hip;0.152417;
lowerBody;0.343943;
body;0.590928;
lowerLegLeft;0.272301;
upperLegLeft;0.425837;
upperLegRight;0.383679;
lowerLegRight;0.368835;
forearmLeft;0.207921;
upperarmLeft;0.21404;
shoulderHalfLeft;0.169911;
neck;0.0793082;
shoulderHalfRight;0.193565;
upperarmRight;0.208535;
forearmRight;0.204509;
shoulder;0.33867;
upperBody;0.246986;
hip;0.152472;
lowerBody;0.343859;
body;0.590805;
lowerLegLeft;0.270902;
upperLegLeft;0.427397;
upperLegRight;0.384079;
lowerLegRight;0.368553;
forearmLeft;0.207261;
upperarmLeft;0.213557;
shoulderHalfLeft;0.169515;
neck;0.0792888;
shoulderHalfRight;0.19341;
upperarmRight;0.208784;
forearmRight;0.203748;
shoulder;0.338607;
upperBody;0.246913;
hip;0.152319;
lowerBody;0.343691;
body;0.590564;
lowerLegLeft;0.270287;
upperLegLeft;0.428123;
upperLegRight;0.384674;
lowerLegRight;0.367578;
forearmLeft;0.206781;
upperarmLeft;0.219078;
shoulderHalfLeft;0.168637;
neck;0.0792625;
shoulderHalfRight;0.193226;
upperarmRight;0.241188;
forearmRight;0.202991;
shoulder;0.338271;
upperBody;0.246823;
hip;0.152301;
lowerBody;0.343521;
body;0.590304;
lowerLegLeft;0.268168;
upperLegLeft;0.430143;
upperLegRight;0.385266;
lowerLegRight;0.366837;
forearmLeft;0.206226;
upperarmLeft;0.253742;
shoulderHalfLeft;0.168227;
neck;0.0792176;
shoulderHalfRight;0.193474;
upperarmRight;0.219261;
forearmRight;0.201748;
shoulder;0.338412;
upperBody;0.24668;
hip;0.152315;
lowerBody;0.343286;
body;0.589926;
lowerLegLeft;0.265281;
upperLegLeft;0.431851;
upperLegRight;0.386113;
lowerLegRight;0.366296;
forearmLeft;0.247818;
upperarmLeft;0.255895;
shoulderHalfLeft;0.168683;
neck;0.0791392;
shoulderHalfRight;0.193665;
upperarmRight;0.20791;
forearmRight;0.200622;
shoulder;0.339321;
upperBody;0.246395;
hip;0.152311;
lowerBody;0.342773;
body;0.589128;
lowerLegLeft;0.265193;
upperLegLeft;0.433459;
upperLegRight;0.387159;
lowerLegRight;0.365535;
forearmLeft;0.204937;
upperarmLeft;0.258327;
shoulderHalfLeft;0.1698;
neck;0.0790598;
shoulderHalfRight;0.193759;
upperarmRight;0.202131;
forearmRight;0.199882;
shoulder;0.341072;
upperBody;0.246055;
hip;0.152268;
lowerBody;0.342088;
body;0.588103;
lowerLegLeft;0.263149;
upperLegLeft;0.435188;
upperLegRight;0.388159;
lowerLegRight;0.365096;
forearmLeft;0.241927;
upperarmLeft;0.275049;
shoulderHalfLeft;0.171708;
neck;0.0789646;
shoulderHalfRight;0.194;
upperarmRight;0.200001;
forearmRight;0.207363;
shoulder;0.343996;
upperBody;0.245669;
hip;0.152116;
lowerBody;0.341392;
body;0.587021;
lowerLegLeft;0.263023;
upperLegLeft;0.436735;
upperLegRight;0.38882;
lowerLegRight;0.365543;
forearmLeft;0.242878;
upperarmLeft;0.274565;
shoulderHalfLeft;0.173085;
neck;0.0788625;
shoulderHalfRight;0.194388;
upperarmRight;0.205783;
forearmRight;0.198764;
shoulder;0.346268;
upperBody;0.245331;
hip;0.152172;
lowerBody;0.340923;
body;0.586214;
lowerLegLeft;0.26327;
upperLegLeft;0.438389;
upperLegRight;0.389335;
lowerLegRight;0.366894;
forearmLeft;0.254205;
upperarmLeft;0.269903;
shoulderHalfLeft;0.175161;
neck;0.0787727;
shoulderHalfRight;0.195025;
upperarmRight;0.227454;
forearmRight;0.200567;
shoulder;0.349752;
upperBody;0.245077;
hip;0.152029;
lowerBody;0.340642;
body;0.58568;
lowerLegLeft;0.264056;
upperLegLeft;0.439202;
upperLegRight;0.390518;
lowerLegRight;0.366064;
forearmLeft;0.260506;
upperarmLeft;0.266897;
shoulderHalfLeft;0.176957;
neck;0.0787064;
shoulderHalfRight;0.195662;
upperarmRight;0.22878;
forearmRight;0.19785;
shoulder;0.353116;
upperBody;0.244893;
hip;0.15198;
lowerBody;0.340433;
body;0.585285;
lowerLegLeft;0.263653;
upperLegLeft;0.44;
upperLegRight;0.390848;
lowerLegRight;0.365065;
forearmLeft;0.261929;
upperarmLeft;0.264726;
shoulderHalfLeft;0.178757;
neck;0.0785831;
shoulderHalfRight;0.196044;
upperarmRight;0.225774;
forearmRight;0.197471;
shoulder;0.356385;
upperBody;0.244417;
hip;0.152219;
lowerBody;0.339611;
body;0.583987;
lowerLegLeft;0.263979;
upperLegLeft;0.442134;
upperLegRight;0.396141;
lowerLegRight;0.361653;
forearmLeft;0.263787;
upperarmLeft;0.264463;
shoulderHalfLeft;0.179761;
neck;0.0784561;
shoulderHalfRight;0.196587;
upperarmRight;0.224647;
forearmRight;0.197291;
shoulder;0.358826;
upperBody;0.244002;
hip;0.152264;
lowerBody;0.339042;
body;0.583003;
lowerLegLeft;0.263868;
upperLegLeft;0.443767;
upperLegRight;0.395787;
lowerLegRight;0.363587;
forearmLeft;0.264016;
upperarmLeft;0.263786;
shoulderHalfLeft;0.180637;
neck;0.0783549;
shoulderHalfRight;0.196934;
upperarmRight;0.223065;
forearmRight;0.197137;
shoulder;0.360458;
upperBody;0.24372;
hip;0.15234;
lowerBody;0.338725;
body;0.582405;
lowerLegLeft;0.265303;
upperLegLeft;0.445098;
upperLegRight;0.399633;
lowerLegRight;0.361239;
forearmLeft;0.264771;
upperarmLeft;0.263804;
shoulderHalfLeft;0.181455;
neck;0.0783029;
shoulderHalfRight;0.197293;
upperarmRight;0.222333;
forearmRight;0.196975;
shoulder;0.361175;
upperBody;0.243616;
hip;0.15237;
lowerBody;0.338669;
body;0.582244;
lowerLegLeft;0.265661;
upperLegLeft;0.445356;
upperLegRight;0.400109;
lowerLegRight;0.36093;
forearmLeft;0.264694;
upperarmLeft;0.264816;
shoulderHalfLeft;0.182012;
neck;0.0783037;
shoulderHalfRight;0.197443;
upperarmRight;0.222063;
forearmRight;0.196867;
shoulder;0.361614;
upperBody;0.243644;
hip;0.152418;
lowerBody;0.338708;
body;0.582311;
lowerLegLeft;0.26558;
upperLegLeft;0.445706;
upperLegRight;0.399903;
lowerLegRight;0.361169;
forearmLeft;0.264142;
upperarmLeft;0.265684;
shoulderHalfLeft;0.182484;
neck;0.0783054;
shoulderHalfRight;0.197733;
upperarmRight;0.222129;
forearmRight;0.196771;
shoulder;0.36202;
upperBody;0.243698;
hip;0.152453;
lowerBody;0.338832;
body;0.582489;
lowerLegLeft;0.266007;
upperLegLeft;0.446004;
upperLegRight;0.399438;
lowerLegRight;0.362133;
forearmLeft;0.264057;
upperarmLeft;0.265718;
shoulderHalfLeft;0.182901;
neck;0.0782937;
shoulderHalfRight;0.197834;
upperarmRight;0.221875;
forearmRight;0.196636;
shoulder;0.362342;
upperBody;0.243686;
hip;0.152456;
lowerBody;0.338856;
body;0.5825;
lowerLegLeft;0.266024;
upperLegLeft;0.446284;
upperLegRight;0.398818;
lowerLegRight;0.362591;
forearmLeft;0.26387;
upperarmLeft;0.265762;
shoulderHalfLeft;0.183348;
neck;0.0782702;
shoulderHalfRight;0.197881;
upperarmRight;0.221435;
forearmRight;0.196601;
shoulder;0.36267;
upperBody;0.243632;
hip;0.152548;
lowerBody;0.338813;
body;0.582403;
lowerLegLeft;0.266222;
upperLegLeft;0.446646;
upperLegRight;0.398635;
lowerLegRight;0.363159;
forearmLeft;0.263751;
upperarmLeft;0.265874;
shoulderHalfLeft;0.18372;
neck;0.0782752;
shoulderHalfRight;0.19789;
upperarmRight;0.221253;
forearmRight;0.196588;
shoulder;0.362859;
upperBody;0.243662;
hip;0.152633;
lowerBody;0.338853;
body;0.582474;
lowerLegLeft;0.26601;
upperLegLeft;0.446995;
upperLegRight;0.397885;
lowerLegRight;0.363614;
forearmLeft;0.2636;
upperarmLeft;0.265911;
shoulderHalfLeft;0.183888;
neck;0.0782535;
shoulderHalfRight;0.198032;
upperarmRight;0.220839;
forearmRight;0.196572;
shoulder;0.363099;
upperBody;0.243605;
hip;0.152707;
lowerBody;0.338809;
body;0.582372;
lowerLegLeft;0.26592;
upperLegLeft;0.447213;
upperLegRight;0.398361;
lowerLegRight;0.363214;
forearmLeft;0.263679;
upperarmLeft;0.265875;
shoulderHalfLeft;0.184073;
neck;0.0782466;
shoulderHalfRight;0.19812;
upperarmRight;0.221001;
forearmRight;0.196554;
shoulder;0.363337;
upperBody;0.24359;
hip;0.152725;
lowerBody;0.33879;
body;0.582339;
lowerLegLeft;0.266024;
upperLegLeft;0.447321;
upperLegRight;0.398005;
lowerLegRight;0.363654;
forearmLeft;0.263777;
upperarmLeft;0.26579;
shoulderHalfLeft;0.184259;
neck;0.0782323;
shoulderHalfRight;0.198191;
upperarmRight;0.220861;
forearmRight;0.196569;
shoulder;0.36353;
upperBody;0.243555;
hip;0.152841;
lowerBody;0.338776;
body;0.582288;
lowerLegLeft;0.266004;
upperLegLeft;0.447506;
upperLegRight;0.397689;
lowerLegRight;0.363947;
forearmLeft;0.263814;
upperarmLeft;0.265199;
shoulderHalfLeft;0.184077;
neck;0.0782068;
shoulderHalfRight;0.19828;
upperarmRight;0.220645;
forearmRight;0.196533;
shoulder;0.364007;
upperBody;0.243456;
hip;0.152884;
lowerBody;0.338627;
body;0.58204;
lowerLegLeft;0.26462;
upperLegLeft;0.447882;
upperLegRight;0.39743;
lowerLegRight;0.364379;
forearmLeft;0.263895;
upperarmLeft;0.265224;
shoulderHalfLeft;0.18422;
neck;0.078208;
shoulderHalfRight;0.198348;
upperarmRight;0.219888;
forearmRight;0.196533;
shoulder;0.364064;
upperBody;0.243502;
hip;0.152675;
lowerBody;0.338828;
body;0.582286;
lowerLegLeft;0.264772;
upperLegLeft;0.44781;
upperLegRight;0.39754;
lowerLegRight;0.363926;
forearmLeft;0.263868;
upperarmLeft;0.265257;
shoulderHalfLeft;0.184428;
neck;0.0781995;
shoulderHalfRight;0.198328;
upperarmRight;0.218734;
forearmRight;0.196533;
shoulder;0.364153;
upperBody;0.24348;
hip;0.15276;
lowerBody;0.338711;
body;0.582146;
lowerLegLeft;0.264804;
upperLegLeft;0.447945;
upperLegRight;0.397281;
lowerLegRight;0.365987;
forearmLeft;0.263923;
upperarmLeft;0.265249;
shoulderHalfLeft;0.184506;
neck;0.0781952;
shoulderHalfRight;0.198355;
upperarmRight;0.217943;
forearmRight;0.196515;
shoulder;0.364196;
upperBody;0.243451;
hip;0.152763;
lowerBody;0.338683;
body;0.582089;
lowerLegLeft;0.263165;
upperLegLeft;0.447965;
upperLegRight;0.397905;
lowerLegRight;0.365097;
forearmLeft;0.263684;
upperarmLeft;0.265254;
shoulderHalfLeft;0.184638;
neck;0.0781788;
shoulderHalfRight;0.198384;
upperarmRight;0.21799;
forearmRight;0.196656;
shoulder;0.364249;
upperBody;0.243389;
hip;0.152809;
lowerBody;0.3386;
body;0.581944;
lowerLegLeft;0.262022;
upperLegLeft;0.448261;
upperLegRight;0.397382;
lowerLegRight;0.365764;
forearmLeft;0.264026;
upperarmLeft;0.265166;
shoulderHalfLeft;0.184743;
neck;0.0781779;
shoulderHalfRight;0.198416;
upperarmRight;0.217892;
forearmRight;0.196678;
shoulder;0.364323;
upperBody;0.243381;
hip;0.152819;
lowerBody;0.338538;
body;0.581873;
lowerLegLeft;0.263961;
upperLegLeft;0.448189;
upperLegRight;0.397066;
lowerLegRight;0.365571;
forearmLeft;0.263315;
upperarmLeft;0.265087;
shoulderHalfLeft;0.184846;
neck;0.0781695;
shoulderHalfRight;0.198451;
upperarmRight;0.217616;
forearmRight;0.196675;
shoulder;0.3644;
upperBody;0.243342;
hip;0.152852;
lowerBody;0.338489;
body;0.581786;
lowerLegLeft;0.26458;
upperLegLeft;0.448451;
upperLegRight;0.396917;
lowerLegRight;0.365825;
forearmLeft;0.262304;
upperarmLeft;0.264725;
shoulderHalfLeft;0.184638;
neck;0.0781595;
shoulderHalfRight;0.198514;
upperarmRight;0.217558;
forearmRight;0.196697;
shoulder;0.364637;
upperBody;0.243275;
hip;0.152859;
lowerBody;0.338353;
body;0.581582;
lowerLegLeft;0.264663;
upperLegLeft;0.448905;
upperLegRight;0.397191;
lowerLegRight;0.365744;
forearmLeft;0.26171;
upperarmLeft;0.264483;
shoulderHalfLeft;0.184548;
neck;0.078139;
shoulderHalfRight;0.198554;
upperarmRight;0.217465;
forearmRight;0.196712;
shoulder;0.36491;
upperBody;0.243187;
hip;0.152947;
lowerBody;0.338214;
body;0.581356;
lowerLegLeft;0.264331;
upperLegLeft;0.449145;
upperLegRight;0.397277;
lowerLegRight;0.36617;
forearmLeft;0.260952;
upperarmLeft;0.264666;
shoulderHalfLeft;0.18461;
neck;0.0781438;
shoulderHalfRight;0.1986;
upperarmRight;0.217051;
forearmRight;0.196735;
shoulder;0.364814;
upperBody;0.243207;
hip;0.152962;
lowerBody;0.33824;
body;0.581402;
lowerLegLeft;0.264624;
upperLegLeft;0.449082;
upperLegRight;0.400086;
lowerLegRight;0.363756;
forearmLeft;0.260302;
upperarmLeft;0.264941;
shoulderHalfLeft;0.184654;
neck;0.0781411;
shoulderHalfRight;0.198666;
upperarmRight;0.216959;
forearmRight;0.19676;
shoulder;0.36473;
upperBody;0.243205;
hip;0.152974;
lowerBody;0.338241;
body;0.581401;
lowerLegLeft;0.262892;
upperLegLeft;0.449144;
upperLegRight;0.399702;
lowerLegRight;0.363801;
forearmLeft;0.260013;
upperarmLeft;0.264604;
shoulderHalfLeft;0.184544;
neck;0.0781349;
shoulderHalfRight;0.198721;
upperarmRight;0.216776;
forearmRight;0.196766;
shoulder;0.364915;
upperBody;0.243202;
hip;0.152997;
lowerBody;0.338255;
body;0.581413;
lowerLegLeft;0.262991;
upperLegLeft;0.449191;
upperLegRight;0.399621;
lowerLegRight;0.363673;
forearmLeft;0.259929;
upperarmLeft;0.264649;
shoulderHalfLeft;0.184752;
neck;0.0781336;
shoulderHalfRight;0.198704;
upperarmRight;0.216286;
forearmRight;0.19676;
shoulder;0.364906;
upperBody;0.243208;
hip;0.152986;
lowerBody;0.338288;
body;0.581452;
lowerLegLeft;0.262559;
upperLegLeft;0.449146;
upperLegRight;0.399641;
lowerLegRight;0.364331;
forearmLeft;0.259582;
upperarmLeft;0.264731;
shoulderHalfLeft;0.184837;
neck;0.0781352;
shoulderHalfRight;0.198725;
upperarmRight;0.216062;
forearmRight;0.19677;
shoulder;0.36484;
upperBody;0.243238;
hip;0.152993;
lowerBody;0.338458;
body;0.581652;
lowerLegLeft;0.262635;
upperLegLeft;0.448639;
upperLegRight;0.399022;
lowerLegRight;0.364809;
forearmLeft;0.259105;
upperarmLeft;0.264313;
shoulderHalfLeft;0.184844;
neck;0.0781217;
shoulderHalfRight;0.198785;
upperarmRight;0.215593;
forearmRight;0.196859;
shoulder;0.36514;
upperBody;0.243186;
hip;0.15305;
lowerBody;0.33836;
body;0.581502;
lowerLegLeft;0.262815;
upperLegLeft;0.448799;
upperLegRight;0.399039;
lowerLegRight;0.365471;
forearmLeft;0.258895;
upperarmLeft;0.26423;
shoulderHalfLeft;0.184639;
neck;0.0781039;
shoulderHalfRight;0.198804;
upperarmRight;0.215519;
forearmRight;0.196948;
shoulder;0.365227;
upperBody;0.243129;
hip;0.153042;
lowerBody;0.33825;
body;0.581336;
lowerLegLeft;0.263003;
upperLegLeft;0.448962;
upperLegRight;0.399058;
lowerLegRight;0.366169;
forearmLeft;0.258826;
upperarmLeft;0.26406;
shoulderHalfLeft;0.184649;
neck;0.0780723;
shoulderHalfRight;0.198758;
upperarmRight;0.215334;
forearmRight;0.197058;
shoulder;0.365365;
upperBody;0.24306;
hip;0.153092;
lowerBody;0.338088;
body;0.581106;
lowerLegLeft;0.263272;
upperLegLeft;0.449088;
upperLegRight;0.39919;
lowerLegRight;0.365435;
forearmLeft;0.258626;
upperarmLeft;0.264022;
shoulderHalfLeft;0.184517;
neck;0.0780663;
shoulderHalfRight;0.198783;
upperarmRight;0.215247;
forearmRight;0.197171;
shoulder;0.365401;
upperBody;0.243052;
hip;0.153079;
lowerBody;0.338088;
body;0.581098;
lowerLegLeft;0.264167;
upperLegLeft;0.449087;
upperLegRight;0.398949;
lowerLegRight;0.365809;
forearmLeft;0.258339;
upperarmLeft;0.264057;
shoulderHalfLeft;0.184359;
neck;0.0780359;
shoulderHalfRight;0.200062;
upperarmRight;0.213268;
forearmRight;0.197247;
shoulder;0.367835;
upperBody;0.242946;
hip;0.152902;
lowerBody;0.337913;
body;0.580818;
lowerLegLeft;0.264835;
upperLegLeft;0.449353;
upperLegRight;0.399239;
lowerLegRight;0.365886;
forearmLeft;0.258346;
upperarmLeft;0.263718;
shoulderHalfLeft;0.184285;
neck;0.0780282;
shoulderHalfRight;0.200033;
upperarmRight;0.213377;
forearmRight;0.197315;
shoulder;0.367745;
upperBody;0.242929;
hip;0.152909;
lowerBody;0.3379;
body;0.580788;
lowerLegLeft;0.264564;
upperLegLeft;0.449739;
upperLegRight;0.39869;
lowerLegRight;0.365817;
forearmLeft;0.257979;
upperarmLeft;0.263541;
shoulderHalfLeft;0.184205;
neck;0.0779956;
shoulderHalfRight;0.199996;
upperarmRight;0.213379;
forearmRight;0.19737;
shoulder;0.367662;
upperBody;0.242891;
hip;0.152884;
lowerBody;0.33785;
body;0.5807;
lowerLegLeft;0.264641;
upperLegLeft;0.449771;
upperLegRight;0.398425;
lowerLegRight;0.36595;
forearmLeft;0.25901;
upperarmLeft;0.262127;
shoulderHalfLeft;0.184442;
neck;0.0779937;
shoulderHalfRight;0.199978;
upperarmRight;0.213347;
forearmRight;0.197436;
shoulder;0.367394;
upperBody;0.24289;
hip;0.152966;
lowerBody;0.337859;
body;0.580709;
lowerLegLeft;0.265346;
upperLegLeft;0.449678;
upperLegRight;0.403117;
lowerLegRight;0.361749;
forearmLeft;0.258815;
upperarmLeft;0.262104;
shoulderHalfLeft;0.184385;
neck;0.0779888;
shoulderHalfRight;0.19993;
upperarmRight;0.213449;
forearmRight;0.197497;
shoulder;0.367299;
upperBody;0.242878;
hip;0.152995;
lowerBody;0.337852;
body;0.58069;
lowerLegLeft;0.265588;
upperLegLeft;0.449742;
upperLegRight;0.401542;
lowerLegRight;0.363007;
forearmLeft;0.258685;
upperarmLeft;0.262064;
shoulderHalfLeft;0.184368;
neck;0.0779676;
shoulderHalfRight;0.200836;
upperarmRight;0.21188;
forearmRight;0.197544;
shoulder;0.368878;
upperBody;0.242826;
hip;0.152905;
lowerBody;0.337799;
body;0.580585;
lowerLegLeft;0.265367;
upperLegLeft;0.450029;
upperLegRight;0.4017;
lowerLegRight;0.362771;
forearmLeft;0.258451;
upperarmLeft;0.262037;
shoulderHalfLeft;0.184361;
neck;0.0779192;
shoulderHalfRight;0.201185;
upperarmRight;0.211127;
forearmRight;0.197584;
shoulder;0.36962;
upperBody;0.242732;
hip;0.152905;
lowerBody;0.3377;
body;0.580393;
lowerLegLeft;0.265321;
upperLegLeft;0.450081;
upperLegRight;0.404655;
lowerLegRight;0.360516;
forearmLeft;0.258312;
upperarmLeft;0.262454;
